,name,year,artists
71641,Me And Those Dreamin' Eyes Of Mine,1995,"[""D'Angelo""]"
71647,I Shot Ya - Remix,1995,"['LL Cool J', 'Fat Joe', 'Foxy Brown', 'Keith Murray', 'Prodigy']"
71665,Investigative Reports,1995,"['GZA', 'Raekwon', 'Ghostface Killah', 'U-God']"
71667,Like This And Like That (feat. Mr. Malik),1995,"['Monica', 'Mr. Malik']"
71668,"Right Back at You (feat. Ghostface Killah, Raekwon & Big Noyd)",1995,"['Mobb Deep', 'Ghostface Killah', 'Raekwon', 'Big Noyd']"
71671,Break Da Law '95',1995,['Three 6 Mafia']
71673,Mo Murder,1995,['Gangsta Pat']
71677,Knuckleheadz (feat. Ghostface Killah & U-God),1995,"['Raekwon', 'Ghostface Killah', 'U-God']"
71679,Cradle to the Grave,1995,['Mobb Deep']
71684,8 Iz Enuff,1995,['Big L']
71694,A Little Of This,1995,['Grand Puba']
71520,The Start of Your Ending (41st Side),1995,['Mobb Deep']
71526,Chicken Huntin' - Slaughter House Mix,1995,"['Insane Clown Posse', 'Mike E. Clark', 'Dave Greenberg', 'Black Dog']"
71645,All Black,1995,['Big L']
71533,Sideways (feat. B-Legit & Mac Shon),1995,"['E-40', 'B-Legit', 'Mac Shon']"
14868,I Got 5 On It,1995,"['Luniz', 'Michael Marshall']"
71532,Verbal Intercourse (feat. Ghostface Killah & Nas),1995,"['Raekwon', 'Ghostface Killah', 'Nas']"
14871,"Shook Ones, Pt. II",1995,['Mobb Deep']
14893,Shimmy Shimmy Ya,1995,['ODB']
14899,Get Money,1995,['Junior M.A.F.I.A.']
14904,Survival of the Fittest,1995,['Mobb Deep']
14905,Shadowboxin',1995,"['GZA', 'Method Man']"
14930,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",1995,"['Raekwon', 'Ghostface Killah', 'Method Man', 'Cappadonna']"
14951,Boombastic,1995,['Shaggy']
14966,Put It On,1995,['Big L']
14926,Doin' It,1995,['LL Cool J']
14967,Me Against The World,1995,"['2Pac', 'Dramacydal']"
14994,Liquid Swords,1995,['GZA']
15000,Dollaz + Sense,1995,['DJ Quik']
15007,Brooklyn Zoo,1995,['ODB']
71583,Livin' Proof,1995,['Group Home']
71579,Crystal Mountain,1995,['Death']
71574,"Electric Head, Part 1 (The Agony)",1995,['White Zombie']
71544,The Hairbrush Song,1995,['VeggieTales']
71551,Overcome,1995,['Tricky']
71817,(-) Ions,1996,['TOOL']
71804,King Of The Hill,1996,['Westside Connection']
71796,I Miss You (Come Back Home),1996,['Monifah']
34710,I Ain't Mad At Cha (ft. Danny Boy),1996,"['2Pac', 'Danny Boy']"
34698,Check Out Time,1996,['2Pac']
71779,Blue Flowers,1996,['Dr. Octagon']
71773,Gangstas Make The World Go Round,1996,['Westside Connection']
71768,22 Two's,1996,['JAY-Z']
71834,Millennium,1996,['Outkast']
34706,Hoo-Bangin' (WSCG Style),1996,['Westside Connection']
34711,Leflaur Leflah Eshkoshka,1996,['Heltah Skeltah']
71880,Regrets,1996,['JAY-Z']
71849,Sailin Da South,1996,"['DJ Screw', 'E.S.G.']"
34714,Ya Playin' Yaself,1996,['Jeru The Damaja']
71855,The Score,1996,['Fugees']
34717,When We Ride (ft. Outlaw Immortals),1996,"['2Pac', 'Outlaw Immortals']"
71863,Without a Face,1996,['Rage Against The Machine']
71866,Coming Of Age,1996,"['JAY-Z', 'Memphis Bleek']"
34719,How Many Mics,1996,['Fugees']
71873,Friend Or Foe,1996,['JAY-Z']
71884,100 Miles And Runnin',1996,['N.W.A.']
71762,Stressed Out (feat. Faith Evans),1996,"['A Tribe Called Quest', 'Faith Evans']"
71889,Daytona 500 (feat. Raekwon & Cappadonna),1996,"['Ghostface Killah', 'Raekwon', 'Cappadonna']"
71843,Atomic Dog - Original Extended Version,1996,['George Clinton']
71750,Whatz Ya Phone # (ft. Danny Boy),1996,"['2Pac', 'Danny Boy']"
34587,Wonda Why They Call U B____,1996,['2Pac']
34691,Pimp Tha Pen,1996,"['DJ Screw', 'Lil Keke']"
34535,One Day,1996,['UGK']
34570,Big Momma Thang,1996,"[""Lil' Kim""]"
34581,Diamonds & Wood,1996,['UGK']
34582,Woo Hah!! Got You All in Check,1996,['Busta Rhymes']
34584,"Thug Passion (ft. Jewell, Outlawz, The Storm)",1996,"['2Pac', 'Jewell', 'Storm', 'Outlawz']"
71891,Mainstream,1996,['Outkast']
34588,Me Or The Papes,1996,['Jeru The Damaja']
34590,"Got My Mind Made Up (ft. Dat Nigga Daz, Kurupt, Method Man, Redman)",1996,"['2Pac', 'Daz Dillinger', 'Method Man', 'Redman', 'Kurupt']"
34598,Ev'rybody Wants to Be a Cat,1996,"['Scatman Crothers', 'Phil Harris', 'Thurl Ravenscroft', 'Liz English']"
34612,Jump On It,1996,['Sir Mix-A-Lot']
34620,Skandalouz (ft. Nate Dogg),1996,"['2Pac', 'Nate Dogg']"
71747,Queen Bitch,1996,"[""Lil' Kim""]"
71706,Break 'Em Off Somethin',1996,['Master P']
34634,Affirmative Action,1996,['Nas']
34647,Wheelz of Steel,1996,['Outkast']
34653,Two Dope Boyz (In a Cadillac),1996,['Outkast']
34674,Murder,1996,['UGK']
34675,Holla At Me,1996,['2Pac']
34676,Uknowhowwedu,1996,['Bahamadia']
34677,Can I Live,1996,['JAY-Z']
71716,Cold Rock a Party,1996,['MC Lyte']
34679,"Tradin War Stories (ft. C-BO, CPO, Outlawz, The Storm)",1996,"['2Pac', 'Storm', 'C-Bo', 'Outlawz', 'C-PO']"
34682,Iron Maiden,1996,"['Ghostface Killah', 'Raekwon', 'Cappadonna']"
34686,D'evils,1996,['JAY-Z']
34624,Da' Dip,1996,['Freak Nasty']
34546,Feelin' It,1996,"['JAY-Z', 'Mecca']"
34551,"Bout It, Bout It II",1996,"['Master P', 'Mia X']"
53520,A Thin Line Between Love & Hate (feat. Shirley Murdock),1996,"['H-Town', 'Shirley Murdock']"
15257,Zealots,1996,['Fugees']
15258,Smoke Buddah,1996,['Redman']
15259,The Hop,1996,['A Tribe Called Quest']
53458,Take It In Blood,1996,['Nas']
53642,Hi Life,1996,['UGK']
53602,Useful Idiot,1996,['TOOL']
53600,La Yegua Cebruna,1996,['Grupo Laberinto']
53592,It's Been A Long Time,1996,['Rakim']
53589,I Need Love,1996,['LL Cool J']
53586,Winter Warz,1996,"['Ghostface Killah', 'Masta Killa', 'Reakwon', 'Cappadonna', 'U-God']"
53581,Fish (feat. Raekwon & Cappadonna),1996,"['Ghostface Killah', 'Raekwon', 'Cappadonna']"
15248,"Run Tha Streetz (ft. Michel'le, Storm, Mutah)",1996,"['2Pac', 'Storm', 'Mutah', ""Michel'le""]"
53576,Babylon,1996,['Outkast']
53447,Still,1996,['Geto Boys']
53538,I Gave You Power,1996,['Nas']
53532,Let Me Clear My Throat - Live,1996,['DJ Kool']
53449,Life Goes On,1996,['2Pac']
53519,Rapper's Ball (feat. Too $hort & K-Ci),1996,"['E-40', 'Too $hort', 'K-Ci']"
53494,"Jeeps, Lex Coups, Bimaz & Benz",1996,['Lost Boyz']
53489,No One Else (feat. Da Brat),1996,"['Total', 'Da Brat']"
53451,Ain't No Nigga,1996,"['JAY-Z', 'Foxy Brown']"
53473,Politics As Usual,1996,['JAY-Z']
53468,Express Yourself - Remix,1996,['N.W.A.']
53465,"Ain't Hard 2 Find (ft. B-Legit, C-BO, E-40, Richie Rich)",1996,"['2Pac', 'E-40', 'Richie Rich', 'B-Legit', 'C-Bo']"
53565,1nce Again (feat. Tammy Lucas) - Radio Version,1996,"['A Tribe Called Quest', 'Tammy Lucas']"
15232,Pony,1996,['Ginuwine']
15260,Street Dreams,1996,['Nas']
15218,I'll Be,1996,"['Foxy Brown', 'JAY-Z']"
15063,Ambitionz Az A Ridah,1996,['2Pac']
15070,All Eyez On Me (ft. Big Syke),1996,"['2Pac', 'Big Syke']"
15071,No Diggity,1996,"['Blackstreet', 'Dr. Dre', 'Queen Pen']"
15084,If I Ruled the World (Imagine That) (feat. Lauryn Hill),1996,"['Nas', 'Ms. Lauryn Hill']"
15089,Gettin' It,1996,['Too $hort']
15090,ATLiens,1996,['Outkast']
15099,Ready or Not,1996,['Fugees']
15112,Caress Me Down,1996,['Sublime']
15115,Bow Down,1996,['Westside Connection']
15130,Crush on You,1996,"[""Lil' Kim""]"
15131,Ænema,1996,['TOOL']
15137,Ratha Be Ya N____ (ft. Richie Rich),1996,"['2Pac', 'Richie Rich']"
15148,Elevators (Me & You),1996,['Outkast']
15154,Get Me Home,1996,"['Foxy Brown', 'Blackstreet']"
15223,Hip 2 Da Game,1996,['Lord Finesse']
15160,The Message,1996,['Nas']
53457,Guess Who's Back,1996,['Rakim']
15170,Hell on Earth (Front Lines),1996,['Mobb Deep']
15177,"The Gangsta, The Killa And The Dope Dealer",1996,['Westside Connection']
15217,Let Me Clear My Throat - Old School Reunion Remix '96,1996,['DJ Kool']
15208,Brooklyn's Finest,1996,"['JAY-Z', 'The Notorious B.I.G.']"
15207,People of the Sun,1996,['Rage Against The Machine']
15201,Jazzy Belle,1996,['Outkast']
15196,Can't Knock The Hustle,1996,"['JAY-Z', 'Mary J. Blige']"
15199,Po Pimp,1996,['Do Or Die']
15164,Dead Presidents II,1996,['JAY-Z']
72092,Ghetto D,1997,"['Master P', 'Silkk The Shocker', 'C-Murder', ""O'Dell & Porsha""]"
72088,Viejo Año,1997,['Maracaibo 15']
72057,Lady Don't Tek No,1997,['Latyrx']
72085,Strange Fruit,1997,"['Danja Mowf', 'Shawn Chappelle']"
72032,For Heavens Sake (feat. Cappadonna),1997,"['Wu-Tang Clan', 'Cappadonna']"
72045,Impossible (feat. Tekitha),1997,"['Wu-Tang Clan', 'Tekitha']"
72063,Karma,1997,['Mood']
72052,You Too & Stuff,1997,['Brian Regan']
72060,Dangerous,1997,['Busta Rhymes']
72087,Been Around the World (feat. The Notorious B.I.G. & Mase),1997,"['Diddy', 'The Notorious B.I.G.', 'Mase']"
72069,Counterfeit,1997,['Limp Bizkit']
34916,"4,3,2,1",1997,"['LL Cool J', 'Method Man', 'Redman', 'DMX', 'Cannibus']"
71919,Piggy Pie,1997,['Insane Clown Posse']
71944,It's Yourz,1997,['Wu-Tang Clan']
34815,Sixteen Tons,1997,['Tennessee Ernie Ford']
34828,Lookin' at Me (feat. Puff Daddy),1997,"['Mase', 'Diddy']"
34839,What Is A Juggalo?,1997,['Insane Clown Posse']
71943,The Man Right Chea,1997,['Mystikal']
34841,Southside,1997,['Lil Keke']
34842,Phone Tap,1997,"['AZ', 'Nas', 'Nature', 'Dr. Dre']"
34855,"Supercalifragilisticexpialidocious - From ""Mary Poppins""/Soundtrack Version",1997,"['Julie Andrews', 'Dick Van Dyke', 'The Pearlie Chorus']"
34862,We Trying to Stay Alive (feat. Refugee All Stars),1997,"['Wyclef Jean', 'Refugee All Stars']"
34814,Niggas Bleed - 2014 Remaster,1997,['The Notorious B.I.G.']
71898,Trenchtown Rock,1997,['Sublime']
34866,Funkin' for Jamaica,1997,['Tom Browne']
34884,Fuck You Tonight (feat. R. Kelly) - 2014 Remaster,1997,"['The Notorious B.I.G.', 'R. Kelly']"
71920,Imaginary Players,1997,['JAY-Z']
34896,Soy Chingon,1997,['Lil Rob']
71907,Party Ain't A Party,1997,['Queen Pen']
71909,Miss U - 2014 Remaster,1997,['The Notorious B.I.G.']
71911,Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),1997,['Wu-Tang Clan']
34906,Stupid In School,1997,['Brian Regan']
71915,Tyrone - Extended Version,1997,['Erykah Badu']
71901,Long Kiss Goodnight - 2014 Remaster,1997,['The Notorious B.I.G.']
72028,If U Stay Ready,1997,"['Suga Free', 'Playa Hamm']"
34813,Reunited,1997,['Wu-Tang Clan']
34806,I Love The Dough (feat. Jay-Z & Angela Winbush) - 2014 Remaster,1997,"['The Notorious B.I.G.', 'Angela Winbush', 'JAY-Z']"
72018,Lousy In Little League,1997,['Brian Regan']
72014,Phenomenon,1997,['LL Cool J']
72009,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & the Lox) - Remix; 2014 Remaster",1997,"['Diddy', ""Lil' Kim"", 'The LOX', 'The Notorious B.I.G.']"
71993,Last Day (feat. The Lox) - 2014 Remaster,1997,"['The Notorious B.I.G.', 'The LOX']"
71990,Severe Punishment,1997,['Wu-Tang Clan']
71967,Tight Up Skirt,1997,['Red Rat']
71961,(Can't You) Trip Like I Do,1997,"['Filter', 'The Crystal Method']"
53645,Voodoo Child (Slight Return),1997,['Jimi Hendrix']
53651,Always Be My Sunshine,1997,"['JAY-Z', 'Babyface', 'Foxy Brown']"
34809,Sock It 2 Me (feat. Da Brat),1997,"['Missy Elliott', 'Da Brat']"
53675,Full Of Smoke,1997,['Christión']
34737,Make 'Em Say Ugh,1997,"['Master P', 'Silkk The Shocker', 'Mia X', 'Fiend']"
34740,"Comprendes, Mendes?",1997,['Control Machete']
34748,Why U Bullshittin'?,1997,['Suga Free']
34923,Can't Stand Losing You,1997,['The Police']
34774,I Got a Story to Tell - 2014 Remaster,1997,['The Notorious B.I.G.']
34776,Sound Is Vibration,1997,['Atmosphere']
34781,Kick in the Door - 2014 Remaster,1997,['The Notorious B.I.G.']
34794,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",1997,"[""Lil' Kim"", 'Angie Martinez', 'Lisa ""Left Eye"" Lopes', 'Da Brat', 'Missy Elliott']"
34801,Hypnotize - 2014 Remaster,1997,['The Notorious B.I.G.']
34924,Hooked On Phonix,1997,['Brian Regan']
34893,Who Am I,1997,['Beenie Man']
34733,Backyard Boogie,1997,['Mack 10']
53696,1-800 Suicide,1997,['Gravediggaz']
15385,Young G's (feat. The Notorious B.I.G. & Jay-Z),1997,"['Diddy', 'The Notorious B.I.G.', 'JAY-Z']"
15372,Thug Luv (feat. 2pac),1997,"['Bone Thugs-N-Harmony', '2Pac']"
15371,Can't Nobody Hold Me Down (feat. Mase),1997,"['Diddy', 'Mase']"
15367,Got 'Til It's Gone,1997,"['Janet Jackson', 'Q-Tip', 'Joni Mitchell']"
15360,Ten Crack Commandments - 2014 Remaster,1997,['The Notorious B.I.G.']
15359,Victory (feat. The Notorious B.I.G. & Busta Rhymes),1997,"['Diddy', 'The Notorious B.I.G.', 'Busta Rhymes']"
15358,The Rain (Supa Dupa Fly),1997,['Missy Elliott']
15345,Put Your Hands Where My Eyes Could See,1997,['Busta Rhymes']
15338,What You Want (feat. Total),1997,"['Mase', 'Total']"
15336,Triumph (feat. Cappadonna),1997,"['Wu-Tang Clan', 'Cappadonna']"
15386,Luchini AKA This Is It,1997,['Camp Lo']
15335,Zero To Hero,1997,"['Chorus - Hercules', 'Lillias White', 'Cheryl Freeman', 'LaChanze', 'Roz Ryan', 'Vaneese Thomas', 'Tawatha Agee']"
15265,Hypnotize - 2014 Remaster,1997,['The Notorious B.I.G.']
15398,Boogie Woogie Wu,1997,['Insane Clown Posse']
15405,Been Around the World (feat. The Notorious B.I.G. & Mase),1997,"['Diddy', 'The Notorious B.I.G.', 'Mase']"
15408,Invocation,1997,['Common']
15413,Faith,1997,['Limp Bizkit']
15421,"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",1997,"['Diddy', 'The Notorious B.I.G.', ""Lil' Kim"", 'The LOX']"
15425,Step into a World (Rapture's Delight),1997,['KRS-One']
15430,Crush on You (feat. Lil' Cease) - Remix,1997,"[""Lil' Kim"", ""Lil' Cease""]"
15441,Coolie High,1997,['Camp Lo']
53685,Great Milenko,1997,['Insane Clown Posse']
15313,Feel so Good,1997,['Mase']
15391,Going Back to Cali - 2014 Remaster,1997,['The Notorious B.I.G.']
15287,Do For Love,1997,['2Pac']
53809,I Miss My Homies,1997,"['Master P', 'Pimp C', 'Silkk The Shocker']"
53780,Lhabia,1997,['Deftones']
53797,Pero Me Perdonas,1997,['El Poder Del Norte']
53819,The World Is Filled... (feat. Too Short & Puff Daddy) - 2014 Remaster,1997,"['The Notorious B.I.G.', 'Diddy', 'Too $hort']"
53820,Where I'm From,1997,['JAY-Z']
53827,Lotion,1997,['Deftones']
53828,Streets Is Watching,1997,['JAY-Z']
53830,Scapegoat,1997,['Atmosphere']
53843,Crank Calls,1997,['Brian Regan']
53765,Visionz,1997,['Wu-Tang Clan']
53755,As High as Wu-Tang Get,1997,['Wu-Tang Clan']
53750,Movie Previews,1997,['Pablo Francisco']
53779,Halls Of Illusions,1997,['Insane Clown Posse']
53745,Somebody's Gotta Die - 2014 Remaster,1997,['The Notorious B.I.G.']
53770,Who You Wit II,1997,['JAY-Z']
53711,"Welcome To Atlanta (feat. P. Diddy, Snoop Dogg & Murphy Lee) - Coast 2 Coast Remix",1997,"['Jermaine Dupri', 'Diddy', 'Snoop Dogg', 'Murphy Lee']"
53727,Rickets,1997,['Deftones']
53729,Santa Baby,1997,"['The Christmas All-Stars', 'Joseph Simmons', 'Salt-N-Pepa', 'Onyx', 'Snoop Dogg', 'Diddy', 'Keith Murray', 'Mase']"
53742,Question,1997,['Danja Mowf']
53703,You're Nobody (Til Somebody Kills You) - 2014 Remaster,1997,['The Notorious B.I.G.']
53743,Fitter Happier,1997,['Radiohead']
15485,Hail Mary,1998,['2Pac']
15560,Above The Clouds,1998,"['Gang Starr', 'Inspectah Deck']"
15533,Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),1998,"['Pras', 'ODB', 'Mýa']"
15498,Sugar,1998,['System Of A Down']
15556,Can I Get A...,1998,"['JAY-Z', 'Amil', 'Ja Rule']"
15541,Find a Way,1998,['A Tribe Called Quest']
15506,Rosa Parks,1998,['Outkast']
15515,Twinz (Deep Cover 98) (feat. Fat Joe),1998,"['Big Pun', 'Fat Joe']"
15521,Hard Knock Life (Ghetto Anthem),1998,['JAY-Z']
15487,Cowboy,1998,['Kid Rock']
15488,Intergalactic - Remastered,1998,['Beastie Boys']
72171,No Brakes,1998,['The Offspring']
15561,SpottieOttieDopaliscious,1998,['Outkast']
15658,Music Sounds Better With You - Radio Edit,1998,['Stardust']
15657,How Ya Do Dat,1998,"['Young Bleed', 'Master P', 'C-Loc', ""Steady Mobb'n"", 'King George', 'Gangsta T', 'Silkk The Shocker']"
15652,"Money, Power & Respect (feat. DMX & Lil' Kim)",1998,"['The LOX', 'DMX', ""Lil' Kim""]"
15649,C-Walk,1998,"['Kurupt', 'Tray Dee', 'Slip Capone']"
15645,Da Art of Storytellin' (Pt. 1),1998,['Outkast']
15640,Everything Is Everything,1998,['Ms. Lauryn Hill']
15635,Chunk up the Deuce,1998,"['Lil Keke', 'UGK']"
15633,Life Goes On,1998,['2Pac']
15624,Slippin',1998,['DMX']
15610,Lost Ones,1998,['Ms. Lauryn Hill']
15606,Music Sounds Better With You,1998,['Stardust']
15602,Aquemini,1998,['Outkast']
15601,Gimme Some More,1998,['Busta Rhymes']
15598,Definition,1998,['Black Star']
15595,To Zion (feat. Carlos Santana),1998,"['Ms. Lauryn Hill', 'Carlos Santana']"
15593,I Ain't Mad At Cha,1998,"['2Pac', 'Danny Boy']"
15575,To Live & Die In L.A.,1998,['2Pac']
15571,Work,1998,['Gang Starr']
15566,Money Ain't a Thang (feat. Jay-Z),1998,"['Jermaine Dupri', 'JAY-Z']"
15484,Ruff Ryders' Anthem,1998,['DMX']
15483,Still Not a Player (feat. Joe) - Radio Version,1998,"['Big Pun', 'Joe']"
72116,All Night Long (feat. Puff Daddy),1998,"['Faith Evans', 'Diddy']"
15473,Hit 'Em Up - Single Version,1998,"['2Pac', 'Outlawz']"
72275,Fuckin' Wit' D,1998,['DMX']
72267,Money Ain't A Thang,1998,"['JAY-Z', 'Jermaine Dupri']"
72254,Top Shotter,1998,"['DMX', 'Sean Paul', 'Mr. Vegas']"
72249,A Rose Is Still a Rose,1998,['Aretha Franklin']
72222,"John Blaze (feat. Nas, Big Punisher, Jadakiss & Raekwon)",1998,"['Fat Joe', 'Nas', 'Big Pun', 'Jadakiss', 'Raekwon']"
72219,Blackout,1998,"['DMX', 'JAY-Z', 'The LOX']"
72277,God Bless The Dead,1998,['2Pac']
72218,Can I Get A... - From The Rush Hour Soundtrack,1998,"['JAY-Z', 'Amil', 'Ja Rule']"
72204,Look Thru My Eyes,1998,['DMX']
72199,My Niggas,1998,['DMX']
72191,Sticky Green,1998,"['Devin The Dude', 'Scarface']"
72189,Synthesizer (feat. George Clinton),1998,"['Outkast', 'George Clinton']"
72184,P.L.U.C.K.,1998,['System Of A Down']
72181,Bring Your Whole Crew,1998,['DMX']
72216,Somebody Kill Me,1998,['Adam Sandler']
15481,Wanna Be A Baller,1998,"[""Lil' Troy""]"
72282,Wanna Be A Baller - Edit,1998,"[""Lil' Troy""]"
72166,The Rockafeller Skank - Short Edit,1998,['Fatboy Slim']
15471,Doo Wop (That Thing),1998,['Ms. Lauryn Hill']
72105,How Ya Livin' featuring Nas,1998,"['AZ', 'Nas']"
72107,Scenario - Remix,1998,['A Tribe Called Quest']
72113,West Savannah,1998,['Outkast']
72169,Gonna Be A Lovely Day,1998,"['Kirk Franklin', 'The Family']"
72121,Banned From TV,1998,"['N.O.R.E.', 'Big Pun', 'Cam’ron', 'Jadakiss', 'Nature', 'Styles P']"
72295,Just Clownin',1998,['WC']
72123,Niggaz Done Started Something,1998,"['DMX', 'The LOX', 'Mase']"
72127,Hard Knock Life,1998,['JAY-Z']
72130,Slump,1998,['Outkast']
72136,All for the Love,1998,['The LOX']
15660,Something About the Name Jesus,1998,['Kirk Franklin']
72143,At the Helm,1998,['Hieroglyphics']
72153,It Ain't My Fault,1998,['Silkk The Shocker']
72125,Oakland Blackouts,1998,['Hieroglyphics']
72142,Hail Mary - Album Version (Edited),1998,['2Pac']
72137,We Don't Give A Fuck,1998,"['DMX', 'Jadakiss', 'Styles P']"
35048,Staring At The Sun,1998,['The Offspring']
54000,DDevil,1998,['System Of A Down']
54003,Intro,1998,['Ms. Lauryn Hill']
54010,Unconditional Love,1998,['2Pac']
54019,Whatcha Gonna Do,1998,"['Jayo Felony', 'Method Man', 'DMX']"
54036,Re:Definition,1998,['Black Star']
34972,Thieves In The Night,1998,['Black Star']
35034,You Ain't a Killer,1998,['Big Pun']
34997,I Used to Love Him (feat. Mary J. Blige),1998,"['Ms. Lauryn Hill', 'Mary J. Blige']"
35072,Heads High,1998,['Mr. Vegas']
34988,Respiration,1998,"['Black Star', 'Common']"
34986,You Never Knew,1998,['Hieroglyphics']
53994,Black Ice (Sky High) (feat. Outkast),1998,"['Goodie Mob', 'Outkast']"
34983,Know,1998,['System Of A Down']
34979,"No, No, No Pt. 2 (feat. Wyclef Jean)",1998,"[""Destiny's Child"", 'Wyclef Jean']"
34926,Anywhere,1998,['112']
34941,The Rockafeller Skank,1998,['Fatboy Slim']
34943,Troublesome '96,1998,['2Pac']
34946,Mary-Go-Round,1998,['South Park Mexican']
34949,Moment Of Truth,1998,['Gang Starr']
34953,Hot Boyz,1998,['Missy Elliott']
34956,Devil Without a Cause,1998,['Kid Rock']
34957,Keep Ya Head Up,1998,['2Pac']
34964,How's It Goin' Down,1998,['DMX']
34965,You Know My Steez,1998,['Gang Starr']
34980,"Nigga What, Nigga Who (Originator 99)",1998,"['JAY-Z', 'Big Jaz']"
53986,I'm Not a Player,1998,['Big Pun']
34973,Stop Being Greedy,1998,['DMX']
53971,"Every Ghetto, Every City",1998,['Ms. Lauryn Hill']
53974,Keep Ya Head Up,1998,['2Pac']
35108,Get At Me Dog,1998,"['DMX', 'Sheek']"
35106,Hustle Town,1998,['South Park Mexican']
35101,Superstar,1998,['Ms. Lauryn Hill']
35091,Ordinary Day,1998,"['T-Dre', 'Delux', 'Cali Life Style']"
53919,Brown Skin Lady,1998,['Black Star']
35121,Ha,1998,['JUVENILE']
35083,I Am the Bullgod,1998,['Kid Rock']
53911,Riddla on da Roof,1998,['South Park Mexican']
53902,Intro,1998,['DMX']
35087,Corner Story,1998,['Del The Funky Homosapien']
53894,Let Me Fly,1998,['DMX']
53900,Children of the Korn,1998,['Korn']
53927,25 Lighters,1998,"['DJ DMD', 'Fat Pat', 'Lil Keke']"
53922,Final Hour,1998,['Ms. Lauryn Hill']
53844,Skew It on the Bar-B (feat. Raekwon),1998,"['Outkast', 'Raekwon']"
53956,"Return of the ""G""",1998,['Outkast']
53847,"Money, Cash, Hoes",1998,"['JAY-Z', 'DMX']"
35081,When It Hurts so Bad,1998,['Ms. Lauryn Hill']
53858,Beware,1998,['Big Pun']
53886,I Smell Smoke,1998,['Mystikal']
53921,Block of Rock,1998,['South Park Mexican']
35123,Damien,1998,['DMX']
15764,Gas Drawls,1999,['MF DOOM']
15766,Heartbreaker (feat. Jay-Z),1999,"['Mariah Carey', 'JAY-Z']"
15768,Just Don't Give A Fuck,1999,['Eminem']
15770,Mathematics,1999,['Mos Def']
15783,Role Model,1999,['Eminem']
15793,Quiet Storm,1999,['Mobb Deep']
15796,Street Talkin',1999,"['Slick Rick', 'Outkast']"
15800,Fuck You,1999,"['Dr. Dre', 'Devin The Dude', 'Snoop Dogg']"
15853,Era Cabrón El Viejo,1999,['Luis y Julian']
15803,Nas Is Like,1999,['Nas']
15809,Hate Me Now (feat. Puff Daddy),1999,"['Nas', 'Diddy']"
15816,San Francisco Knights,1999,['People Under The Stairs']
15818,What These Bitches Want,1999,"['DMX', 'Sisqo']"
15820,When I B On Tha Mic,1999,['Rakim']
15836,Parallel Universe,1999,['Red Hot Chili Peppers']
15838,The Watcher,1999,"['Dr. Dre', 'Eminem', ""Knoc-Turn'al""]"
15846,It's Goin' Down,1999,['Celly Cel']
15850,Who You Think I Am?,1999,"['MF DOOM', 'K.D.', 'King Ghidra', 'Kong', 'Megalon', 'Rodan', 'X-Ray']"
15759,Full Clip,1999,['Gang Starr']
15860,N 2 Gether Now,1999,"['Limp Bizkit', 'Method Man']"
15802,Go with the Flow,1999,['MF DOOM']
15758,Guilty Conscience,1999,"['Eminem', 'Dr. Dre']"
15726,You Got Me,1999,"['The Roots', 'Tariq Trotter', 'Erykah Badu', 'Eve']"
15736,Faded Pictures,1999,"['Case', 'Joe']"
35208,Out There,1999,['Project Pat']
35204,85/Billy Dee Interlude,1999,['Youngbloodz']
35202,Calm Like a Bomb,1999,['Rage Against The Machine']
35199,What's My Name,1999,['DMX']
35195,No Scrubs,1999,"['Unlike Pluto', 'Joanna Jones']"
35194,"Tick, Tick...",1999,"['MF DOOM', 'MF Grimm']"
35185,Notorious B.I.G. (feat. Lil' Kim & Puff Daddy) - 2005 Remaster,1999,"['The Notorious B.I.G.', ""Lil' Kim"", 'Diddy']"
35242,Quiet Storm (feat. Lil' Kim) - Remix,1999,"['Mobb Deep', ""Lil' Kim""]"
35171,Still Don't Give A Fuck,1999,['Eminem']
35164,So What'Cha Want,1999,['Beastie Boys']
35161,?,1999,"['MF DOOM', 'Kurious']"
35158,Simon Says,1999,['Pharoahe Monch']
35148,The Finest,1999,"['MF DOOM', 'Tommy Gunn']"
35141,Dead Wrong (feat. Eminem) - 2005 Remaster,1999,"['The Notorious B.I.G.', 'Eminem']"
35139,Steal My Sunshine - Single Version,1999,['LEN']
35138,Let's Ride,1999,['Q-Tip']
35170,Let's Get High,1999,"['Dr. Dre', 'Hittman', 'Ms. Roq', 'Kurupt']"
35244,Hey!,1999,['MF DOOM']
35253,My Name Is,1999,['Eminem']
35264,Big Ego's,1999,"['Dr. Dre', 'Hittman']"
15732,Da Rockwilder,1999,"['Method Man', 'Redman']"
15715,What's The Difference,1999,"['Dr. Dre', 'Eminem', 'Xzibit']"
15710,Electric Relaxation,1999,['A Tribe Called Quest']
15699,Party Up,1999,['DMX']
15692,My Name Is,1999,['Eminem']
15685,Mambo No. 5 (a Little Bit of...),1999,['Lou Bega']
